factgrid-ubs_combining_criteria	wiki_combining_criteria	factgrid_id	ubs_id	wiki_id	factgrid_name	ubs_name	wiki_name	factgrid_desc	ubs_desc	wiki_desc	factgrid_ref	ubs_ref
			ID_1319ot			Jushab-Hesed			son of Zerubbabel; tribe of Judah			[(13, 1, 3, 1)]
			ID_1334ot			Jezreelite			inhabitant of Jezreel			[(9, 1, 27, 1), (9, 1, 30, 1), (10, 1, 2, 1), (10, 1, 3, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (11, 1, 21, 1), (12, 1, 9, 1), (12, 1, 9, 1), (13, 1, 3, 1)]
			ID_1348ot			Jahleelite			descendant of Jahleel, son of Zebulun			[(4, 1, 26, 1)]
			ID_1352ot			Jahzeelite			descendant of Jahzeel, son of Naphtali			[(4, 1, 26, 1)]
			ID_1366ot			Sea of Reeds, Red Sea			extreme northern part of Gulf of Suez			[(2, 1, 10, 1), (2, 1, 13, 1), (2, 1, 15, 1), (2, 1, 15, 1), (2, 1, 23, 1), (4, 1, 14, 1), (4, 1, 21, 1), (4, 1, 33, 1), (4, 1, 33, 1), (5, 1, 1, 1), (5, 1, 2, 1), (5, 1, 11, 1), (6, 1, 2, 1), (6, 1, 4, 1), (6, 1, 24, 1), (7, 1, 11, 1), (11, 1, 9, 1), (16, 1, 9, 1), (19, 2, 16, 1), (19, 2, 16, 1), (19, 2, 16, 1), (19, 2, 46, 1), (19, 2, 46, 1), (24, 1, 49, 1)]
			ID_1374ot			Imnah; Imnite			son of Asher			[(1, 1, 46, 1), (4, 1, 26, 1), (13, 1, 7, 1)]
			ID_1378ot			Janum			town; territory of Judah			[(6, 1, 15, 1)]
			ID_1382ot			Jabez			town; territory of Judah			[(13, 1, 2, 1)]
			ID_1389ot			Jazer			town; for Levites; territory of Gad			[(4, 1, 21, 1), (4, 1, 32, 1), (4, 1, 32, 1), (4, 1, 32, 1), (6, 1, 13, 1), (6, 1, 21, 1), (10, 1, 24, 1), (13, 1, 6, 1), (13, 1, 26, 1), (23, 1, 16, 1), (23, 1, 16, 1), (24, 1, 48, 1)]
			ID_1395ot			Jaala			family head; servants of Solomon; after exile			[(16, 1, 7, 1)]
			ID_1397ot			Jalam			son of Esau			[(1, 1, 36, 1), (1, 1, 36, 1), (1, 1, 36, 1), (13, 1, 1, 1)]
			ID_1402ot			Jaakan			man, people (?)			[(5, 1, 10, 1)]
			ID_1409ot			Joppa			town; territory of Dan			[(6, 1, 19, 1), (14, 1, 2, 1), (15, 1, 3, 1), (32, 1, 1, 1)]
			ID_1415ot			Iphthah, Jephthah			town; territory of Judah			[(6, 1, 15, 1)]
			ID_1422ot			Jezerite, Izri			descendant of Jezer, son of Naphtali			[(4, 1, 26, 1)]
			ID_1424ot			Jokdeam			town; territory of Judah			[(6, 1, 15, 1)]
			ID_1431ot			Jokmeam			town; for Levites; territory of Ephraim			[(11, 1, 4, 1), (13, 1, 6, 1)]
			ID_1432ot			Jokneam			town; for Levites; territory of Zebulun			[(6, 1, 12, 1), (6, 1, 19, 1), (6, 1, 21, 1)]
			ID_1436ot			Yiron			fortified town; territory of Naphtali			[(6, 1, 19, 1)]
			ID_1447ot			Jerusalem			town; territory of Judah			[(15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 5, 1), (15, 1, 5, 1), (15, 1, 5, 1), (15, 1, 5, 1), (15, 1, 5, 1), (15, 1, 5, 1), (15, 1, 6, 1), (15, 1, 6, 1), (15, 1, 6, 1), (15, 1, 6, 1), (15, 1, 6, 1), (15, 1, 7, 1), (15, 1, 7, 1), (15, 1, 7, 1), (15, 1, 7, 1), (15, 1, 7, 1), (15, 1, 7, 1), (27, 1, 5, 1), (27, 1, 5, 1), (27, 1, 6, 1)]
			ID_1458ot			Jericho			town			[(6, 1, 2, 1), (6, 1, 2, 1), (6, 1, 2, 1), (6, 1, 3, 1), (6, 1, 4, 1), (6, 1, 4, 1), (6, 1, 5, 1), (6, 1, 5, 1), (6, 1, 6, 1), (6, 1, 6, 1), (6, 1, 6, 1), (6, 1, 6, 1), (6, 1, 7, 1), (6, 1, 8, 1), (6, 1, 9, 1), (6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 12, 1), (6, 1, 13, 1), (6, 1, 16, 1), (6, 1, 16, 1), (6, 1, 18, 1), (6, 1, 18, 1), (6, 1, 20, 1), (6, 1, 24, 1), (10, 1, 10, 1), (11, 1, 16, 1), (12, 1, 2, 1), (12, 1, 2, 1), (12, 1, 2, 1), (12, 1, 2, 1)]
			ID_1470ot			Isaac			son of Abraham; father of Jacob			[(19, 2, 15, 1), (24, 1, 33, 1), (30, 1, 7, 1), (30, 1, 7, 1)]
			ID_1474ot			Israelite			descendant of Israel			[(3, 1, 24, 1), (3, 1, 24, 1), (10, 1, 17, 1)]
			ID_1476ot			Josheb-Basshebeth			warrior; time of David			[(10, 1, 23, 1)]
			ID_1479ot			Ishbi-Benob			descendant of Raphah; giant			[(10, 1, 21, 1)]
			ID_1480ot			Jashubi-Lehem			man; tribe of Judah			[(13, 1, 4, 1)]
			ID_1488ot			Ishvi(te)			son of Asher			[(1, 1, 46, 1), (4, 1, 26, 1), (13, 1, 7, 1)]
			ID_1490ot			Jesse			son of Obed; father of David; tribe of Judah			[(8, 1, 4, 1), (8, 1, 4, 1), (9, 1, 16, 1), (9, 1, 16, 1), (9, 1, 16, 1), (9, 1, 16, 1), (9, 1, 16, 1), (9, 1, 16, 1), (9, 1, 16, 1), (9, 1, 16, 1), (9, 1, 16, 1), (9, 1, 16, 1), (9, 1, 16, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 20, 1), (9, 1, 20, 1), (9, 1, 20, 1), (9, 1, 22, 1), (9, 1, 22, 1), (9, 1, 22, 1), (9, 1, 22, 1), (9, 1, 25, 1), (10, 1, 20, 1), (10, 1, 23, 1), (11, 1, 12, 1), (13, 1, 2, 1), (13, 1, 10, 1), (13, 1, 12, 1), (13, 1, 29, 1), (14, 1, 10, 1), (14, 1, 11, 1), (19, 1, 72, 1), (23, 1, 11, 1), (23, 1, 11, 1)]
			ID_1510ot			Jeshurun			other name for Israel			[(5, 1, 32, 1), (5, 1, 33, 1), (5, 1, 33, 1), (23, 1, 44, 1)]
			ID_1512ot			Jattir			town; for Levites; territory of Judah			[(6, 1, 15, 1), (6, 1, 21, 1), (9, 1, 30, 1), (13, 1, 6, 1)]
			ID_1513ot			Ithlah			town; territory of Dan			[(6, 1, 19, 1)]
			ID_1520ot			Ithrite			clan of Kiriath-Jearim			[(10, 1, 23, 1), (13, 1, 2, 1), (13, 1, 11, 1)]
			ID_1526ot			Cabul			town; territory of Asher			[(6, 1, 19, 1)]
			ID_1527ot			Cabbon			town; territory of Judah			[(6, 1, 15, 1)]
			ID_1532ot			Libya			area; Libya?			[(26, 1, 30, 1)]
			ID_1538ot			Cushan-Rishathaim			king of Mesopotamia; time of judges			[(7, 1, 3, 1), (7, 1, 3, 1)]
			ID_1540ot			Cuth			town; northern Babylonia			[(12, 1, 17, 1)]
			ID_1541ot			Cuthah			town; northern Babylonia			[(12, 1, 17, 1)]
			ID_1544ot			Chezib			location			[(1, 1, 38, 1)]
			ID_1546ot			Chidon			owner of threshing floor			[(13, 1, 13, 1)]
			ID_1547ot			Kaiwan			Assyrian deity; manifestation of Saturn			[(30, 1, 5, 1)]
			ID_1560ot			Chilmad			town; Mesopotamia			[(26, 1, 27, 1)]
			ID_1561ot			Calneh			town; Mesopotamia			[(1, 1, 10, 1), (30, 1, 6, 1)]
			ID_1562ot			Calno			town; Mesopotamia			[(23, 1, 10, 1)]
			ID_1568ot			Canneh			town; Mesopotamia			[(26, 1, 27, 1)]
			ID_1577ot			Chinnereth, Chinneroth			Lake of Galilee			[(4, 1, 34, 1), (5, 1, 3, 1), (6, 1, 11, 1), (6, 1, 12, 1), (6, 1, 13, 1), (11, 1, 15, 1)]
			ID_1580ot			Chesalon			town; territory of Judah			[(6, 1, 15, 1)]
			ID_1582ot			Chesulloth			town; territory of Issachar			[(6, 1, 19, 1)]
			ID_1584ot			Chisloth-Tabor			town; territory of Issachar			[(6, 1, 19, 1)]
			ID_1586ot			Casiphia			location; Babylonia			[(15, 1, 8, 1)]
			ID_1591ot			Chephar-Ammoni			location; territory of Benjamin			[(6, 1, 18, 1)]
			ID_1593ot			Caphtor			area; possibly Crete			[(5, 1, 2, 1), (24, 1, 47, 1), (30, 1, 9, 1)]
			ID_1596ot			Cherub			town; Chaldea			[(15, 1, 2, 1), (16, 1, 7, 1)]
			ID_1597ot			Carite			member of royal guard			[(12, 1, 11, 1), (12, 1, 11, 1)]
			ID_1598ot			Cherith			brook; east of Jordan			[(11, 1, 17, 1), (11, 1, 17, 1)]
			ID_1600ot			Carchemish			town; on the Euphrates			[(14, 1, 35, 1), (23, 1, 10, 1), (24, 1, 46, 1)]
			ID_1606ot			of Carmel			inhabitant of Carmel			[(9, 1, 27, 1), (9, 1, 30, 1), (10, 1, 2, 1), (10, 1, 3, 1), (10, 1, 23, 1), (13, 1, 3, 1), (13, 1, 11, 1)]
			ID_1609ot			Cherethites			other name for Philistine			[(9, 1, 30, 1), (26, 1, 25, 1), (36, 1, 2, 1)]
			ID_1611ot			Chesed			son of Nahor; ancestor of Chaldeans			[(1, 1, 22, 1)]
			ID_1612ot			Chaldean			descendant of Chesed, son of Nahor			[(15, 1, 5, 1), (27, 1, 3, 1), (27, 1, 5, 1)]
			ID_1613ot			Chaldea, Chaldean			descendant of Chesed, son of Nahor, and their land			[(1, 1, 11, 1), (1, 1, 11, 1), (1, 1, 15, 1), (12, 1, 24, 1), (12, 1, 25, 1), (12, 1, 25, 1), (12, 1, 25, 1), (12, 1, 25, 1), (12, 1, 25, 1), (12, 1, 25, 1), (12, 1, 25, 1), (14, 1, 36, 1), (16, 1, 9, 1), (18, 1, 1, 1), (23, 1, 13, 1), (23, 1, 23, 1), (23, 1, 43, 1), (23, 1, 47, 1), (23, 1, 47, 1), (23, 1, 48, 1), (23, 1, 48, 1), (24, 1, 21, 1), (24, 1, 21, 1), (24, 1, 22, 1), (24, 1, 24, 1), (24, 1, 25, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 33, 1), (24, 1, 35, 1), (24, 1, 37, 1), (24, 1, 37, 1), (24, 1, 37, 1), (24, 1, 37, 1), (24, 1, 37, 1), (24, 1, 37, 1), (24, 1, 37, 1), (24, 1, 38, 1), (24, 1, 38, 1), (24, 1, 38, 1), (24, 1, 38, 1), (24, 1, 39, 1), (24, 1, 39, 1), (24, 1, 40, 1), (24, 1, 40, 1), (24, 1, 41, 1), (24, 1, 41, 1), (24, 1, 43, 1), (24, 1, 50, 1), (24, 1, 50, 1), (24, 1, 50, 1), (24, 1, 50, 1), (24, 1, 50, 1), (24, 1, 50, 1), (24, 1, 51, 1), (24, 1, 51, 1), (24, 1, 51, 1), (24, 1, 51, 1), (24, 1, 52, 1), (24, 1, 52, 1), (24, 1, 52, 1), (24, 1, 52, 1), (26, 1, 1, 1), (26, 1, 11, 1), (26, 1, 12, 1), (26, 1, 16, 1), (26, 1, 23, 1), (26, 1, 23, 1), (26, 1, 23, 1), (26, 1, 23, 1), (27, 1, 1, 1), (27, 1, 9, 1), (35, 1, 1, 1)]
	ubs names		ID_1616ot	Q1743921		Kittim	Kittim		descendants of Javan, son of Japheth; = Greece?	Biblical figure		[(1, 1, 10, 1), (4, 1, 24, 1), (13, 1, 1, 1), (23, 1, 23, 1), (23, 1, 23, 1), (24, 1, 2, 1), (26, 1, 27, 1), (27, 1, 11, 1)]
			ID_1623ot			Lebaoth			town; territory of Simeon			[(6, 1, 15, 1)]
			ID_1624ot			Lebonah			town; near Shiloh			[(7, 1, 21, 1)]
			ID_1629ot			Libnah			location along route of exodus			[(4, 1, 33, 1), (4, 1, 33, 1)]
			ID_1630ot			Libanon			range of mountains; north of Israel			[(5, 1, 1, 1), (5, 1, 3, 1), (5, 1, 11, 1), (6, 1, 1, 1), (6, 1, 9, 1), (6, 1, 11, 1), (6, 1, 12, 1), (6, 1, 13, 1), (6, 1, 13, 1), (7, 1, 3, 1), (7, 1, 9, 1), (11, 1, 5, 1), (11, 1, 5, 1), (11, 1, 5, 1), (11, 1, 5, 1), (11, 1, 7, 1), (11, 1, 9, 1), (11, 1, 10, 1), (11, 1, 10, 1), (12, 1, 14, 1), (12, 1, 19, 1), (14, 1, 2, 1), (14, 1, 2, 1), (14, 1, 8, 1), (14, 1, 9, 1), (14, 1, 9, 1), (14, 1, 25, 1), (14, 1, 25, 1), (14, 1, 25, 1), (15, 1, 3, 1), (19, 1, 29, 1), (19, 1, 29, 1), (19, 1, 72, 1), (19, 2, 2, 1), (19, 2, 14, 1), (22, 1, 3, 1), (22, 1, 4, 1), (22, 1, 4, 1), (22, 1, 4, 1), (22, 1, 5, 1), (22, 1, 7, 1), (23, 1, 2, 1), (23, 1, 10, 1), (23, 1, 14, 1), (23, 1, 29, 1), (23, 1, 33, 1), (23, 1, 35, 1), (23, 1, 37, 1), (23, 1, 40, 1), (23, 1, 60, 1), (24, 1, 18, 1), (24, 1, 22, 1), (24, 1, 22, 1), (24, 1, 22, 1), (26, 1, 17, 1), (26, 1, 27, 1), (26, 1, 31, 1), (26, 1, 31, 1), (26, 1, 31, 1), (28, 1, 14, 1), (28, 1, 14, 1), (28, 1, 14, 1), (34, 1, 1, 1), (35, 1, 2, 1), (38, 1, 10, 1), (38, 1, 11, 1)]
			ID_1632ot			Lod			town; territory of Benjamin			[(13, 1, 8, 1), (15, 1, 2, 1), (16, 1, 7, 1), (16, 1, 11, 1)]
			ID_1633ot			of Debir			town; Gilead			[(6, 1, 13, 1)]
			ID_1636ot			Lodebar			town; Gilead			[(10, 1, 9, 1), (10, 1, 9, 1), (10, 1, 17, 1)]
			ID_1637ot			Libyan			inhabitant of Libya			[(14, 1, 12, 1), (14, 1, 16, 1), (27, 1, 11, 1), (34, 1, 3, 1)]
			ID_1641ot			Luhith			location; Moab			[(23, 1, 15, 1), (24, 1, 48, 1)]
			ID_1647ot			Lehi			location; on the boundary of Philistea			[(7, 1, 15, 1), (7, 1, 15, 1), (7, 1, 15, 1), (7, 1, 15, 1), (10, 1, 23, 1)]
			ID_1649ot			Lahmas			town; territory of Judah			[(6, 1, 15, 1)]
			ID_1656ot			Lekah			town; territory of Judah			[(13, 1, 4, 1)]
			ID_1663ot			Lappidoth			husband of Deborah, prophetess and judge			[(7, 1, 4, 1)]
			ID_1666ot			Leshem			town; territory of Dan			[(6, 1, 19, 1)]
			ID_1667ot			Lasha			town			[(1, 1, 10, 1)]
			ID_1668ot			Hundred			Tower of the Hundred; tower in Jerusalem			[(16, 1, 3, 1), (16, 1, 12, 1)]
			ID_1673ot			Magbish			family head; after exile			[(15, 1, 2, 1)]
			ID_1675ot			Migdol			location; Egypt; along route of exodus			[(2, 1, 14, 1), (4, 1, 33, 1), (24, 1, 44, 1), (24, 1, 46, 1), (26, 1, 29, 1), (26, 1, 30, 1)]
			ID_1677ot			Migdal-El			fortified town; territory of Naphtali			[(6, 1, 19, 1)]
			ID_1678ot			Migdal-Gad			town; territory of Judah			[(6, 1, 15, 1)]
			ID_1679ot			Migdal Eder			location; "tower of Eder"			[(1, 1, 35, 1)]
			ID_1684ot			Migron			town; territory of Benjamin			[(9, 1, 14, 1), (23, 1, 10, 1)]
			ID_1685ot			Madon			location; Canaan			[(6, 1, 11, 1), (6, 1, 12, 1)]
			ID_1686ot			Madai, Media, Mede			son of Japheth; ancestor of Medians			[(1, 1, 10, 1), (12, 1, 17, 1), (12, 1, 18, 1), (13, 1, 1, 1), (17, 1, 1, 1), (17, 1, 1, 1), (17, 1, 1, 1), (17, 1, 1, 1), (17, 1, 10, 1), (23, 1, 13, 1), (23, 1, 21, 1), (24, 1, 25, 1), (24, 1, 51, 1), (24, 1, 51, 1), (27, 1, 8, 1), (27, 1, 9, 1)]
			ID_1688ot			Middin			town; territory of Judah			[(6, 1, 15, 1)]
			ID_1689ot			Midianite			descendant or inhabitant of Midian, son of Abraham			[(1, 1, 37, 1), (1, 1, 37, 1), (4, 1, 10, 1), (4, 1, 25, 1), (4, 1, 25, 1), (4, 1, 25, 1), (4, 1, 25, 1), (4, 1, 31, 1)]
			ID_1690ot			Madmen			location; Moab			[(24, 1, 48, 1)]
			ID_1692ot			Madmenah			town; territory of Benjamin			[(23, 1, 10, 1)]
			ID_1700ot			Moabite			descendant or inhabitant of Moab			[(5, 1, 2, 1), (5, 1, 2, 1), (5, 1, 23, 1), (8, 1, 1, 1), (8, 1, 1, 1), (8, 1, 2, 1), (8, 1, 2, 1), (8, 1, 2, 1), (8, 1, 4, 1), (8, 1, 4, 1), (11, 1, 11, 1), (13, 1, 11, 1), (14, 1, 24, 1), (15, 1, 9, 1), (16, 1, 13, 1), (16, 1, 13, 1)]
			ID_1709ot			Moreh			person or location			[(1, 1, 12, 1), (5, 1, 11, 1)]
			ID_1710ot			Moresheth-Gath			town; territory of Judah			[(33, 1, 1, 1)]
			ID_1711ot			of Moresheth			inhabitant of Moresheth-Gath			[(24, 1, 26, 1), (33, 1, 1, 1)]
			ID_1723ot			Mahalab			location; territory of Asher			[(6, 1, 19, 1)]
			ID_1728ot			Meholathite			inhabitant of Abel-Meholah			[(9, 1, 18, 1), (10, 1, 21, 1)]
			ID_1729ot			Mahanamim			town; for Levites; territory of Gad			[(1, 1, 32, 1), (6, 1, 13, 1), (6, 1, 13, 1), (6, 1, 21, 1), (10, 1, 2, 1), (10, 1, 2, 1), (10, 1, 2, 1), (10, 1, 17, 1), (10, 1, 17, 1), (10, 1, 19, 1), (11, 1, 2, 1), (11, 1, 4, 1), (13, 1, 6, 1)]
			ID_1734ot			Matrite			clan of king Saul; tribe of Benjamin			[(9, 1, 10, 1)]
			ID_1736ot			Medeba			town; territory of Reuben, Moab			[(4, 1, 21, 1), (6, 1, 13, 1), (6, 1, 13, 1), (13, 1, 19, 1), (23, 1, 15, 1)]
			ID_1755ot			Meconah			location; territory of Judah			[(16, 1, 11, 1)]
			ID_1760ot			Michmethath			town; territory of Manasseh, Asher			[(6, 1, 16, 1), (6, 1, 17, 1)]
			ID_1764ot			Mecherathite			inhabitant of Mecherah			[(13, 1, 11, 1)]
			ID_1765ot			the Mortar			"mortar"; (lower) part of Jerusalem; market area			[(36, 1, 1, 1)]
			ID_1771ot			Salt			Salt Valley; valley; near Dead Sea			[(10, 1, 8, 1), (12, 1, 14, 1), (13, 1, 18, 1), (14, 1, 25, 1), (19, 1, 60, 1)]
			ID_1780ot			Malchielite			descendant of Malchiel; tribe of Asher			[(4, 1, 26, 1)]
			ID_1786ot			queen			female deity			[(24, 1, 7, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1), (24, 1, 44, 1)]
			ID_1792ot			Menuhoth			inhabitant of Manahath (?)			[(13, 1, 2, 1)]
			ID_1793ot			Menahem			son of Gadi; king of Israel (752-742/41)			[(12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1), (12, 1, 15, 1)]
			ID_1795ot			Manahathite			inhabitant of Manahath			[(13, 1, 2, 1)]
			ID_1798ot			Minnith			location; Ammon			[(7, 1, 11, 1), (26, 1, 27, 1)]
			ID_1803ot			Mispar			man; after exile			[(15, 1, 2, 1), (16, 1, 7, 1)]
			ID_1810ot			Meunites, Meunim			people			[(13, 1, 4, 1), (14, 1, 26, 1)]
			ID_1816ot			Maacathite			inhabitant of Maacah, Maacath			[(5, 1, 3, 1), (6, 1, 12, 1), (6, 1, 13, 1), (6, 1, 13, 1), (10, 1, 23, 1), (12, 1, 25, 1), (13, 1, 4, 1), (24, 1, 40, 1)]
			ID_1825ot			Mezobaite			inhabitant of Zobah?			[(13, 1, 11, 1)]
			ID_1827ot			Egypt			other name for Egypt			[(12, 1, 19, 1), (23, 1, 19, 1), (23, 1, 37, 1), (33, 1, 7, 1)]
			ID_1828ot			Mizpeh			valley; close to Mount Hermon			[(6, 1, 11, 1)]
			ID_1829ot			Mizpa			location; Gilead			[(1, 1, 31, 1), (6, 1, 11, 1), (7, 1, 10, 1), (7, 1, 11, 1), (7, 1, 11, 1)]
			ID_1830ot			Egyptian			descendant of Mizraim; Egyptian			[(1, 1, 12, 1), (1, 1, 12, 1), (1, 1, 16, 1), (1, 1, 16, 1), (1, 1, 21, 1), (1, 1, 25, 1), (1, 1, 39, 1), (1, 1, 39, 1), (1, 1, 39, 1), (1, 1, 43, 1), (2, 1, 1, 1), (2, 1, 2, 1), (2, 1, 2, 1), (2, 1, 2, 1), (2, 1, 2, 1), (3, 1, 24, 1), (5, 1, 23, 1), (5, 1, 26, 1), (6, 1, 24, 1), (9, 1, 30, 1), (9, 1, 30, 1), (10, 1, 23, 1), (13, 1, 2, 1), (13, 1, 11, 1), (15, 1, 9, 1)]
			ID_1832ot			Makkedah			village; territory of Judah			[(6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 12, 1), (6, 1, 15, 1)]
			ID_1833ot			Makheloth			location along route of exile			[(4, 1, 33, 1), (4, 1, 33, 1)]
			ID_1838ot			Makaz			town; territory of Judah			[(11, 1, 4, 1)]
			ID_1845ot			Merodach-Baladan			son of Baladan; king of Babylon			[(12, 1, 20, 1), (23, 1, 39, 1)]
			ID_1846ot			Merodach			deity; Babylon			[(24, 1, 50, 1)]
			ID_1850ot			Meroz			town; north of Canaan			[(7, 1, 5, 1)]
			ID_1852ot			Maroth			town; territory of Judah			[(33, 1, 1, 1)]
			ID_1854ot			Merib-Baal			descendant of king Saul; tribe of Benjamin			[(13, 1, 8, 1), (13, 1, 9, 1)]
			ID_1856ot			Moriah			mountain			[(1, 1, 22, 1), (14, 1, 3, 1)]
			ID_1870ot			Merathaim			region; south of Babylon			[(24, 1, 50, 1)]
			ID_1874ot			Misrephoth-Maim			location; near Sidon			[(6, 1, 11, 1), (6, 1, 13, 1)]
			ID_1906ot			Mitkah			location along route of exodus			[(4, 1, 33, 1), (4, 1, 33, 1)]
			ID_1912ot			Nob			town; for priests; territory of Benjamin			[(9, 1, 21, 1), (9, 1, 22, 1), (9, 1, 22, 1), (9, 1, 22, 1), (16, 1, 11, 1), (23, 1, 10, 1)]
			ID_1917ot			Nebuchadrezzar			king of Babylon			[(24, 1, 21, 1), (24, 1, 21, 1), (24, 1, 22, 1), (24, 1, 24, 1), (24, 1, 25, 1), (24, 1, 25, 1), (24, 1, 29, 1), (24, 1, 32, 1), (24, 1, 32, 1), (24, 1, 34, 1), (24, 1, 35, 1), (24, 1, 37, 1), (24, 1, 39, 1), (24, 1, 39, 1), (24, 1, 39, 1), (24, 1, 43, 1), (24, 1, 44, 1), (24, 1, 46, 1), (24, 1, 46, 1), (24, 1, 46, 1), (24, 1, 49, 1), (24, 1, 49, 1), (24, 1, 50, 1), (24, 1, 51, 1), (24, 1, 52, 1), (24, 1, 52, 1), (24, 1, 52, 1), (24, 1, 52, 1), (24, 1, 52, 1), (26, 1, 26, 1), (26, 1, 29, 1), (26, 1, 29, 1), (26, 1, 30, 1)]
			ID_1921ot			Nibhaz			deity of Avvites			[(12, 1, 17, 1)]
			ID_1926ot			Neballat			location			[(16, 1, 11, 1)]
			ID_1927ot			Nibshan			town; territory of Judah			[(6, 1, 15, 1)]
			ID_1928ot			Negeb			desert in the south of Israel			[(1, 1, 12, 1), (1, 1, 13, 1), (1, 1, 13, 1), (1, 1, 13, 1), (1, 1, 20, 1), (1, 1, 24, 1), (1, 1, 28, 1), (2, 1, 26, 1), (2, 1, 27, 1), (2, 1, 36, 1), (2, 1, 38, 1), (2, 1, 40, 1), (4, 1, 13, 1), (4, 1, 13, 1), (4, 1, 13, 1), (4, 1, 21, 1), (4, 1, 33, 1), (4, 1, 34, 1), (4, 1, 34, 1), (4, 1, 35, 1), (5, 1, 1, 1), (5, 1, 34, 1), (6, 1, 10, 1), (6, 1, 11, 1), (6, 1, 11, 1), (6, 1, 12, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 17, 1), (6, 1, 17, 1), (6, 1, 18, 1), (6, 1, 18, 1), (6, 1, 18, 1), (6, 1, 18, 1), (6, 1, 18, 1), (6, 1, 18, 1), (6, 1, 18, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 21, 1), (9, 1, 14, 1), (9, 1, 27, 1), (9, 1, 30, 1), (9, 1, 30, 1), (9, 1, 30, 1), (10, 1, 24, 1), (11, 1, 7, 1), (11, 1, 7, 1), (13, 1, 9, 1), (13, 1, 26, 1), (13, 1, 26, 1), (14, 1, 4, 1), (14, 1, 4, 1), (14, 1, 28, 1), (19, 2, 36, 1), (23, 1, 21, 1), (23, 1, 30, 1), (24, 1, 13, 1), (24, 1, 17, 1), (24, 1, 32, 1), (24, 1, 33, 1), (26, 1, 21, 1), (26, 1, 21, 1), (26, 1, 21, 1), (26, 1, 40, 1), (26, 1, 46, 1), (26, 1, 47, 1), (26, 1, 47, 1), (26, 1, 48, 1), (26, 1, 48, 1), (26, 1, 48, 1), (26, 1, 48, 1), (26, 1, 48, 1), (27, 1, 8, 1), (27, 1, 8, 1), (27, 1, 11, 1), (27, 1, 11, 1), (27, 1, 11, 1), (27, 1, 11, 1), (27, 1, 11, 1), (27, 1, 11, 1), (27, 1, 11, 1), (27, 1, 11, 1), (27, 1, 11, 1), (31, 1, 1, 1), (31, 1, 1, 1), (38, 1, 7, 1), (38, 1, 14, 1), (38, 1, 14, 1)]
			ID_1936ot			Nahalal, Nahalol			village; territory of Zebulon			[(6, 1, 19, 1), (6, 1, 21, 1), (7, 1, 1, 1)]
			ID_1937ot			Nod			location			[(1, 1, 4, 1)]
			ID_1951ot			Nahaliel			location along route of exodus			[(4, 1, 21, 1)]
			ID_1952ot			of Nehelam			inhabitant of Nehelam			[(24, 1, 29, 1), (24, 1, 29, 1), (24, 1, 29, 1)]
			ID_1962ot			Netophathite			inhabitant of Netophah			[(10, 1, 23, 1), (10, 1, 23, 1), (12, 1, 25, 1), (13, 1, 2, 1), (13, 1, 9, 1), (13, 1, 11, 1), (13, 1, 27, 1), (13, 1, 27, 1), (16, 1, 12, 1), (24, 1, 40, 1)]
			ID_1963ot			Netaim			location; territory of Judah			[(13, 1, 4, 1)]
			ID_1967ot			Nineveh			town in Mesopotamia; capital of Assyria			[(1, 1, 10, 1), (1, 1, 10, 1), (12, 1, 19, 1), (23, 1, 37, 1), (32, 1, 1, 1), (32, 1, 3, 1), (32, 1, 3, 1), (32, 1, 3, 1), (32, 1, 3, 1), (32, 1, 3, 1), (32, 1, 4, 1), (34, 1, 1, 1), (34, 1, 2, 1), (34, 1, 3, 1), (36, 1, 2, 1)]
			ID_1969ot			Nacon			owner of threshing floor			[(10, 1, 6, 1)]
	ubs names		ID_1975ot	Q201861		Nimrod	Nimrod		son of Cush; descendant of Ham	king of Shinar		[(1, 1, 10, 1), (1, 1, 10, 1), (13, 1, 1, 1), (33, 1, 5, 1)]
			ID_1976ot			Nimrah			town; territory of Gad			[(4, 1, 32, 1)]
			ID_1981ot			Nisroch			god; Assyria			[(12, 1, 19, 1), (23, 1, 37, 1)]
